,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_alias_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_representation_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_extension_valueString_value
32,ARS|s_GPConnect-Task-1,Task.identifier.assigner,Task.identifier.assigner,Organization that issued id (may be just text),Organization that issued/manages the identifier.,0,1,0..1,Identifier.assigner,0,1,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'v2', 'rim', 'servd']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'CX.4 / (CX.4,CX.9,CX.10)', 'II.assigningAuthorityName but note that this is an improper use by the definition of the field.  Also Role.scoper', './IdentifierIssuingAuthority']",The Identifier.assigner may omit the .reference element and only contain a .display element reflecting the name or other textual information about the assigning organization.,Reference,ele-1,true,,,,,,,,,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/Organization,
33,ARS|s_GPConnect-Task-1,Task.identifier.assigner.id,Task.identifier.assigner.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
34,ARS|s_GPConnect-Task-1,Task.identifier.assigner.extension,Task.identifier.assigner.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
35,ARS|s_GPConnect-Task-1,Task.identifier.assigner.reference,Task.identifier.assigner.reference,"Literal reference, Relative, internal or absolute URL","A reference to a location at which the other resource is found. The reference may be a relative reference, in which case it is relative to the service base URL, or an absolute URL that resolves to the location where the resource is found. The reference may be version specific or not. If the reference is not to a FHIR RESTful server, then it should be assumed to be version specific. Internal fragment references (start with '#') refer to contained resources.",0,1,0..1,Reference.reference,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","Using absolute URLs provides a stable scalable approach suitable for a cloud/web context, while using relative/logical references provides a flexible approach suitable for use when trading across closed eco-system boundaries.   Absolute URLs do not need to point to a FHIR RESTful server, though this is the preferred approach. If the URL conforms to the structure ""/[type]/[id]"" then it should be assumed that the reference is to a FHIR RESTful server.",string,"['ele-1', 'ref-1']",true,,,,,,,,,,,,,,,,,,,,,,,
36,ARS|s_GPConnect-Task-1,Task.identifier.assigner.identifier,Task.identifier.assigner.identifier,"Logical reference, when literal reference is not known","An identifier for the other resource. This is used when there is no way to reference the other resource directly, either because the entity is not available through a FHIR server, or because there is no way for the author of the resource to convert a known identifier to an actual location. There is no requirement that a Reference.identifier point to something that is actually exposed as a FHIR instance, but it SHALL point to a business concept that would be expected to be exposed as a FHIR instance, and that instance would need to be of a FHIR resource type allowed by the reference.",0,1,0..1,Reference.identifier,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', '.identifier']","When an identifier is provided in place of a reference, any system processing the reference will only be able to resolve the identifier to a reference if it understands the business context in which the identifier is used. Sometimes this is global (e.g. a national identifier) but often it is not. For this reason, none of the useful mechanisms described for working with references (e.g. chaining, includes) are possible, nor should servers be expected to be able resolve the reference. Servers may accept an identifier based reference untouched, resolve it, and/or reject it - see CapabilityStatement.rest.resource.referencePolicy.   When both an identifier and a literal reference are provided, the literal reference is preferred. Applications processing the resource are allowed - but not required - to check that the identifier matches the literal reference  Applications converting a logical reference to a literal reference may choose to leave the logical reference present, or remove it.",Identifier,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,
37,ARS|s_GPConnect-Task-1,Task.identifier.assigner.display,Task.identifier.assigner.display,Text alternative for the resource,Plain text narrative that identifies the resource in addition to the resource reference.,0,1,0..1,Reference.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","This is generally not the same as the Resource.text of the referenced resource.  The purpose is to identify what's being referenced, not to fully describe it.",string,ele-1,true,,,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,
38,ARS|s_GPConnect-Task-1,Task.definition[x],Task.definition[x],Formal definition of task,"A reference to a formal or informal definition of the task.  For example, a protocol, a step within a defined workflow definition, etc.",0,1,0..1,Task.definition[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'workflow', 'rim']","['n/a', 'Request.definition, Event.definition', '.outboundRelationship[typeCode=DEFN].target']",see http://en.wikipedia.org/wiki/Uniform_resource_identifier,"['uri', 'Reference']",ele-1,true,,,,,,,,,,,,,,,"Enables a formal definition of how he task is to be performed (e.g. using BPMN, BPEL, XPDL or other formal notation) to be associated with a task, enabling automation.",,,,,,,http://hl7.org/fhir/StructureDefinition/ActivityDefinition,
39,ARS|s_GPConnect-Task-1,Task.basedOn,Task.basedOn,Request fulfilled by this task,"BasedOn refers to a higher-level authorization that triggered the creation of the task.  It references a ""request"" resource such as a ProcedureRequest, MedicationRequest, ProcedureRequest, CarePlan, etc. which is distinct from the ""request"" resource the task is seeking to fulfil.  This latter resource is referenced by FocusOn.  For example, based on a ProcedureRequest (= BasedOn), a task is created to fulfil a procedureRequest ( = FocusOn ) to collect a specimen from a patient.",0,*,0..*,Task.basedOn,0,*,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'workflow', 'rim']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'Request.basedOn, Definition.basedOn', '.outboundRelationship[typeCode=FLFS].target[moodCode=INT]']","References SHALL be a reference to an actual FHIR resource, and SHALL be resolveable (allowing for access control, temporary unavailability, etc). Resolution can be either by retrieval from the URL, or, where applicable by resource type, by treating an absolute reference as a canonical URL and looking it up in a local registry/repository.","['Reference', 'Reference']",ele-1,true,,,,,,,,,,,,,,,,,,,,,,"['http://hl7.org/fhir/StructureDefinition/Resource', 'https://fhir.nhs.uk/STU3/StructureDefinition/GPConnect-Task-1']",
40,ARS|s_GPConnect-Task-1,Task.basedOn.id,Task.basedOn.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
41,ARS|s_GPConnect-Task-1,Task.basedOn.extension,Task.basedOn.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
