,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_base_cardinality,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_alias_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_sliceName_value,element_type_profile_value,element_mustSupport_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_defaultValueCode_value,element_slicing_ordered_value,element_fixedUri_value
31,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.modifierExtension,Condition.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the resource, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,DomainResource.modifierExtension,0,*,0..*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,true,,,,,,,,,,,,
32,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier,Condition.identifier,External Ids for this condition,"This records identifiers associated with this condition that are defined by business processes and/or used to refer to it when a direct URL reference to the resource itself is not appropriate (e.g. in CDA documents, or in written / printed documentation).",0,*,0..*,Condition.identifier,0,*,0..*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim', 'w5']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', '.id', 'id']",,Identifier,ele-1,true,,,,,,,,,,,,,Need to allow connection to a wider workflow.,,,,,,,,,,,,,,,
33,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.id,Condition.identifier.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.extension,Condition.identifier.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,0..*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
35,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.use,Condition.identifier.use,usual | official | temp | secondary (If known),The purpose of this identifier.,0,1,0..1,Identifier.use,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'N/A', 'Role.code or implied by context']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary id for a permanent one. Applications can assume that an identifier is permanent unless it explicitly says that it is temporary.",code,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,IdentifierUse,,required,"Identifies the purpose for this identifier, if known .",http://hl7.org/fhir/ValueSet/identifier-use,Allows the appropriate identifier for a particular context of use to be selected from among a set of identifiers.,,,true,,,,,,,,,,,,
36,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.type,Condition.identifier.type,Description of identifier,A coded type for the identifier that can be used to determine which identifier to use for a specific purpose.,0,1,0..1,Identifier.type,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'CX.5', 'Role.code or implied by context']","This element deals only with general categories of identifiers.  It SHOULD not be used for codes that correspond 1..1 with the Identifier.system. Some identifiers may fall into multiple categories due to common usage.   Where the system is known, a type is unnecessary because the type is always part of the system definition. However systems often need to handle identifiers where the system is not known. There is not a 1:1 relationship between type and system, since many different systems have the same type.",CodeableConcept,ele-1,true,,,,,,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",IdentifierType,true,extensible,A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.,http://hl7.org/fhir/ValueSet/identifier-type,Allows users to make use of identifiers when the identifier system is not known.,,,,,,,,,,,,,,,
37,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.type.id,Condition.identifier.type.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.type.extension,Condition.identifier.type.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,0..*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
39,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.type.coding,Condition.identifier.type.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,0,*,0..*,CodeableConcept.coding,0,*,0..*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",Coding,ele-1,true,,,,,,,,,,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,,,,,,,,
40,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.type.coding.id,Condition.identifier.type.coding.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,0..1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Simplifier|CareConnect-GPC-Condition-1.xml,Condition.identifier.type.coding.extension,Condition.identifier.type.coding.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,0..*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,,
